hs_class,text
positive,"Bikan Kaya Orang Bego,Bro ?Tapi...Memang,B..EGO.'"
negative,KLHK Upayakan Pemerataan Ekonomi Melalui TORA di Kawasan Hutan dan Perhutanan Sosial - Tribun Medan
positive,"Pak Mahfud MD sudah berpaling dari Allah SWT Pemberang, demi bangsa ajak semua Buang Islam"
positive,Orang2 bego kebanyakan minum &amp makan kotoran onta ...otak nya somplak'
positive,Apa yang terkuak semuanya sudah jelas sejak awal memang itu strategi kampanye kami di tim pemenangan anies sandi URL
negative,"""Warga Baduy setelah selesai memperingati tradisi Seba di Pendopo Pemkab Lebak akan dilanjutkan kembali be emu dengan Gubernur Banten Wahidin Halim hari ini, Sabtu (21/4) #SebaBaduy2018"""
positive,Lembaga2 anti-korupsi masa lalu bubar krn sentuh kekuasaan. Giliran KPK kenapa PDIP pa ai politik penguasa yg plg ngotot ingin bubarkan KPK?
negative,"Justru mas klo mnyudutkan salah satu agama t entu malah bahaya,itulah pak rocky ini cerdik. Dia bisa nyusun kalimat yg tepat &amp pantas dgunakan,Inti dari ini dia mau kasih tau pnge ian fiksi sbenarnya,ayolah mas nya i"
positive,Para Pendukung Capres gagal Move On salalu sibuk Urus Aseng bawa kabur uang Rp 35 T. Tapi ngak sadar kenapa Aseng bisa kabur bawa uang sebanyak itu tanpa didukung Pribumi ASU. Mustahil Aseng bisa. Pribumi hanya diam kalau disogok. Mental kacung emang. URL
positive,Lo rabun apa budek? nGue nulis gak ngomong!! '
negative,Bismillah nahan sepo yang terkutuk'
positive,"Brahahahaaa, Cebong nya NgAhok ! ((( cebong blm cebok ))) '"
negative,"Apdet status bikin tugas2 kelar gak ya? Kok jancuk sekali, mbut!'"
negative,"Pak walaupun Anda Muslim, sebagai pejabat negara, Anda harus be indak demi bangsa & negara"
negative,"12. Ikan yg sudah sembuh dari sakitnya dan yg masih terselamatan (bagus, laik jual) harus dipisah atau diseleksi dari ikan yg cacat permanen untuk pemeliharaan lebih lanjut. n#kesehatanikan ncc '"
positive,A INYA APA ? Pribumi sadari & lihat siapa mereka ? KECUALI KALIAN sama-sama CINA KOMUNIS / MISIONARIS abaikan tweet ini usir cina Indonesia
positive,Presiden yang anda tuduh Rezim anti Islam sudah banyak berbuat untuk Negeri ini sudah bnyak berbuat untuk umat... URL
positive,Manusia bangsad -.-'
positive,Tpi ingat ya. Jangan sampe Cina mengenalkan wisata Haram jga ke indonesia hahaha
positive,Nanya di mana Prabowo dan PKS saja Bib kan asoy tuh dianggap antek Prabowo dan antek PKS. Hidupmu pasti lebih dramatis
negative,"Persahabatan Salah-Lovren ini jadi bukti bahwa beda suku, agama, ras, bukanlah halangan dlm membina hubungan dgn sesama umat manusia. Perbedaan justru menjadi warna tersendiri dlm menjalin pe emanan. Terima kasih, Lovren-Salah! â?¥ï¸? #Favourites #BFF #Bro"
negative,"Sama aja lh lae,meskipun sdh turun menurun tp ideologi pki sllu melekat di jiwa mreka.'"
negative,"Saya juga sebel kalo ada yg ngeroko sambil naik motor, yakan kadang engap kalo ditutup terus apalagi macet '"
positive,"Udah minta maaf kunyuk bro. nEnak bgt rasan mereka....sebar hoa minta maaf....sebar hoa agi, minta maaf lagi. nMesti d sapu dulu biar jera nih orang.... URL"
negative,"Hello warga Jaka a, Wakil Kepala DPMPTSP Provinsi DKI Jaka a, Bapak Denny Wahyu Haryanto mewakili Wakil Gubernur Provinsi DKI Jaka a membuka acara ""2018 Junior Chamber International (JCI) Indonesia National Event"" #setiamelayanijaka a"
negative,"2. Selain perkuat jaringan, Gubernur juga menekankan perlunya menguasai state of the a knowledge se a bahasa selama merantau di luar Indonesia "
negative,Pandangan TGB terhadap Agama dan Politik
positive,Provider brengsek'
negative,Susilo Bambang Yudhoyono Presiden RI ke 6 meminta Khofifah Emil untuk dekat dengan masyarakat . No 0 Bisa ! #BaGusS
positive,Yang dungu itu orang yang mau ganti presiden!!! Tp g tau siapa!!! Mikiiiir!!!!'
negative,Bokep cewek bispak bandung ngentot Croot Di Dalam nDownload Full URL URL
positive,kampret complain rag ditanggepi fuck'
positive,Kamu kok kaya jablay GTA maunya dijemput pake mobil'
negative,Lihat memek tante'
positive,Sementara itu kerjanya musuhi dakwah Islam & bubarkan HTI..! Rakyat jg berhak lengserkan jokowok tukang pencitraan!!
positive,"hah, katanya saling melengkapi. orang buktinya kamu juga goblok. gimana si?'"
negative,"Tidak! kata salah seorang Khalifah Rasyidin itu, kami dahulu memerangi orang kafir bersama mereka . Kalau begitu, mereka orang-orang munafik . Tidak juga. Sebab, orang muna"
negative,dia doyan nete un jadi maklumin'
positive,nek ndelok match terkhir celsi sih kudune menang mudah emyu... Tapi yo embuh sih celsi kacrut ki raiso diprediksi '
negative,Yakali Pak TNI suruh urusin sampah plastik... '
negative,"Itulah yg di khawatirkan dari manuver politik dan kebijakan yg dilakukan oleh rezim ini, semoga hal tersebut tidak akan pernah terjadi di NKRI tercinta, Aamiin..'"
negative,"Permadi Arya melaporkan Rocky Gerung ke polisi? Serius tuh? ""Kitab suci itu fiksi,"" kata Rocky. Pernyataan itu salah? Anda merasa terhina? Wait. Bukankah biasa penganut agama A menganggap kitab suci..."
negative,bajingan tengik memang'
positive,Kok bs pake buruh Cina? Kan rakyat sendiri bnyak pngangguran.Dasar rejim kodok!
positive,@
negative,rp haneul pada cute padahal rlnya perek.yang on retweet'
negative,"Bilangnya anti asing, aseng...nda taunya.... Wkwkwkwkwk'"
negative,Di suriah sekolah radikal dan rakit bom..plg ke indonesia jadi tempat pkl...ya di amankan'
negative,"Karena kadang hidup emang kayak tai. Malah kadang yang berak orang lain tapi elo yang harus beresin tainya, tangan lo y '"
positive,Ih banci selotipan '
positive,Haha kalah ni yee org jahat pasti kalah
negative,"#GubernurZamanNow #GusIpulPuti2 #GanjarYasin1 #DjarotSihar2 #HasanAnton2 #KosterAce1 #NurdinSudirman3 #KarolinGidot2 ""Keanekaragaman budaya, suku, agama, itulah sesungguhnya kekayaan kita,â?? tutur Djarot di hadapan pese a Rakercabsuâ?¦"
positive,Yg cinta orba pasti meng idola kan prabowo &amp hary tanoe D
positive,"Nantang buka Dadalah, eh nyebut Setanlah emang sudah pada habis Kamus ngelawan ""Kenegarawanan Pak Joko Widodo Presiden RI ke 7, pada makin Stresssssss nie hati2 kena Stoke atau Serangan Jantung nanti Rakyat Indonesia kehilangan Badut2 Politik"" MERDEKA."
positive,"""BELAH"" duren yaaaa. nGak dungu,ya gak cebong. nMaaf ya.'"
negative,"2,Orang-orang (Yahudi dan Nasrani) yang telah Kami beri Al Kitab (Taurat dan Injil) mengenal Muhammad'"
positive,Bubarkan HTI &amp FPI. URL
positive,Ahok memang verbalnya keras. Pelampiasan dan pelarian karena kelelakiannya lunak.
negative,Sekedar share juga temen2 kantor aku kalo ada pelanggan yg bercadar langsung bilang awas ada bom.. Aku hanya menghela nafas.. '
negative,Pantat mn nh pngen nusuk dan ditusuk Open BO WA 08157686707 #gaybrondong #massageboy #gayjaka a #gayjogja #gaytangger '
negative,"yg diancam untuk dibunuh itu presiden republik Indonesia mas, trus mesti lapor dulu? apakah penegak hukum gak bisa be indak jika ada ancaman pembunuhan kepada kepala negaranya?'"
negative,kayak orang nyosor mau minta nete ) '
negative,Ngewe bae'
negative,Jebur bloon bukan cebur'
negative,"PKS ultah di Balai Kota, RR ngomong nyapres di Balai Kota. Ganti aja namanya jd â??Balai Politikâ??. ð?¤ª"
positive,pak perlu melanjutkan rencana untuk menyeret ke pengadilan HAM PBB ! URL
negative,"Kebijakan pengembalian barang kpd konsumen yg dilakukan apabila barang tersebut rusak, cacat produksi atau konsumen merasa kurang puas dgn produk tersebut terhitung selama 7 hari dari tanggal pembelian. n#HauzMiniQuiz #HauzID nYuk ikutan "
negative,Kisah hidup Muhammad yang lebih lengkap dapat didownload di sini
positive,"Penjajahan di atas bumi indonesia harus di hapus kan. Penjajahan ekonomi, budaya, hasil bumi oleh cina harus kita basmi. Demi NKRI. Usir..."
negative,we ada pipis onta tercecer di mari pantes bau pesing'
negative,"Kalo kejadian disini, mungkin juga kalian yg triak paling lantang ""pm h pro aseng"" duluan pas ditawari bantuan asing. Bikin posko ini itu yg intinya malah ngomporin keluarga korban sue pm h. Bilang 15 hari kelamaan, harusnya 3"
negative,"Mari berjuang....sampai #Jokowi dilanti kembali di thn 2019. nJangan gentar ! nJangan takut ! nWalau mata benang di leher, walau ujung tombak di porut !! nTidak akan surut langkah kita, nTidak akan bisu suara kita, nTidak akan"
negative,kaya monyet'
positive,Survei di Metro TV Jokowi menang dari Presiden Baru Etapi cara ngitungnya gimana ya 45% bisa ngalahin 46% Jangan2 salah judul maksudnya Jokowi Masih Menangis Sumber Zie Bajrie
negative,
negative,"Cuba la tgk anime ni, Karakai Jozu No Takagi-san, kalau rasa nak feeling feeling cinta monyet zaman sekolah..memang throwback habes..9/10 URL"
negative,Serunya Pesta Budaya Erau di Kutai Ka anegara!
negative,ad yang mau contactnya? Retweet sekarang ya..... nBanyak banget kenalan tante jilboob sange.. nIni Namanya Tante dea... O '
negative,"Debat Publik bukan ajang pembuktian siapa pintar atau sebaliknya, juga bukan ruang akademik untuk pamer siapa paling ciamik. Setiap orang punya kekuatan dan kelemahan, bukan hanya soal dirinya, itu egosentris namanya. Ini lebih pada soal kekuatan menahan l"
positive,Duduki Istana Negara !! Sekalian Lengserkan Jokowi Salam2Tahun 
positive,Wah hebatnya pak .... Yg lg sibuk pencitraan... .. .. .. .... BACA NIH
positive,"bagi anda mungkin gk apa2, tapi bagi kami Muslim ini sangat menghinakan kami. Iblis betina itu sdh menista syariat kami'"
positive,baby kafir budha teroris myanmar
positive,Indonesia Blom Merdeka Indonesia Masih Dijajah Oleh Orang Cina !!! TakbirAllauakbar URL
negative,"memang benar kata pengamat politik Hantayudha ...kalau paslon no.2 ini tidak ada "" khanZ"" nya di Jateng . #JatengGayeng #2019TetapJokowi"
positive,jongos penista agama ahok sok sok ngong SARA.majikan nya penebar SARA astagfirllah. Tobat
negative,Boleh saya follow bli juga? Saya katolik dan ikut akun prof utk menambah wawasan berbangsa...terima kasih'
positive,Kapan tuh si BEJAT CABUL balik ? Pengecut si Onta itu ye...'
positive,"Menurut Wibisono, pencitraan Jokowi telah disebarkan up media massa pro asing, sehingga terkesan Jokowi berhasil."
positive,adian gaya lu kaya beruk. Gini klo supir tembak metromini masuk dpr. nKampungan lu.'
positive,".. Km terlalu mainstream mengaa ikan ""pintar"". Pintar itu relatif tergantung mo dibawa kemana penge iannya. Spt anda pintar meng-undeeestimate-kan org. Gw pinter komen ajah. Rejim now pinter mangkrakin janji2 doang. So...making"
negative,Kan emang gw dongo'
negative,ih masak di samain smaa sampah '
positive,Gw terpukaukaukau #2019GantiPresiden
negative,"Aspirasi Ibu Lina dari Sumedang kepada Calon Gubernur Jabar ""Berantas Pelakor yang sdh meresahkan kehidupan warga desa"". )"
positive,"Yaaelah chat aja loe urusin,, noh yg dah keliatan mesum anggotaDPR pd mingkem,, yg nyata selingkuh 7th kalian pura2 budek,,, #bong200 gk nyampe otaknya...'"
negative,Tu yang saya katakan sejak dulu lagi kita tak takut dgn cina atau pa i Dap tapi kita bimbang fahaman yang dibawa oleh mereka....'
negative,"""Cermin pun pecah saat dirinya berkaca"" "
positive,"Lansung tag pa ainya... nGa berani ya, bera i kau BANCI....'"
negative,Awwww comel nya asing kan ikut warna'
negative,"Islam menjadikan manusia yang idealis namun tetap realistis. Mempersiapkan kehidupan masa kini, namun tak lupa masa depan. Diajak bekerja keras, dan diajak pula beristirahat."
positive,KRISTUS ANJING ASU JIAMPUT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK K
negative,"Agama katholik ngak ada yg menyebut khatolik nusantara, agama kristen protestan ngak ada yg menyebut kristen protestan nusantara, agama hindu ngak ada yg menyebut hindu nusantara, agama budha ngak ada yg menyebut budha nusantara, ...lha kok ini"
negative,"3. Karena berbasis teknologi digital, Presiden juga minta sistem betul-betul jalan, dan langsung bisa digunakan dan ramah bagi pengguna. #ratas"
positive,Ahhh itu kan perasaanmu saja utk menghibur diri.. mana ada cebong tdk bahagia.. presiden cebong punya... tol cebong punya... lha elo? Punya cuma germo '
positive,"Kami lebih resah anda jd presiden!!!! hidup anda penuh drama dan pencitraan, main FTV aja joko judulnya URL"
negative,Agama Kristen nGolongan Darah B nAsal San Fernando Valley'
positive,Budha bunuh muslim di myanmar
positive,jahudi bangke minta sama jerman sana tempat ibadah'
positive,PapaMintaKetuaFraksi rakyat mau nya setya novanto keluar dari dpr bukan di pecat dari ketua dpr percuma saya di pecat dan masih ada di dpr
negative,Cina'
positive,Hoa . Kodok... Biawak.... meroket... sekop... Bangsat... Karbitan... Munafik... #2019GantiPresiden #2019PresidenBaru #2019TenggelamkanJokowiKesungaiSiak
positive,Itu yg pada ribut komunis blabla mungkin emoh baca. Yg baca pun kalo punya niat agitasi nyerang pemerintah pake ini cari simpatisan
negative,10.Presiden Jokowi berharap skema kerja sama ini juga dapat dilakukan di dalam pembangunan-pembangunan lainnya.â?¦â?¦â?¦
negative,"pemilu langsung biar bwt milih presiden dpr sj capres pun biar tdk kyk kucing dlm karung, mgkn bisa bikin mekanisme baru yg lebih ok, misal capres ditentukan dari gubernur yg berprestasi, jd yg boleh maju jd capres hanya yg sdh jd gubernur,"
positive,"Gak vital gimana?udah dari kapan inter gak punya bek kanan yg bisa jd pembeda, terakhir itu ya era maicon, D'ambrosio juga baru2 setelah kedatangan cancelo bagusnya... nHmmmm,,,bera i kesimpulannya yg geblek ausilio ini... "
positive,Namanya jg agama munafik...'
positive,43. Contoh lain meski banyak tudingan dugaan korupsi tapi SBY tdk pernah dorong kejaksaan usut. Apalagi himbau KPK usut dugaan korupsi Jokowi
negative,Saya mencium bau bau pecun URL
positive,"Berhenti jadi konsumen wisata Haji & Umoh yg menipu, jadilah podusen wisata jiarah Indonesia"
negative,Pemburu Nazi Simon Wiesenthal memegang foto-foto yang menggambarkan mantan kepala Gestapo Walter Rauff dan sebuah van kamar gas bergerak yang dibuatnya untuk mengeksekusi orang-orang Yahudi.'
positive,"Yg ada, cacimaki penista agama tapi ternyata ketauan poligami ngumpet2. Apa mau digituin? Saya sih ogah."
positive,Bubarin nkri harga mati
positive,"Ingat baik-baik kata si royson, ""jokowi kacung gua..!"" nItulah mungkin alasan fundamentalnya kenapa rezim ini justru sepe i sengaja masuk ke dalam ""Debt Trap"" KOMUNIS CINA! nSo, menjadi wajib untuk #2019GantiPresiden!'"
negative,WKWKWKWK MAMPUS. aku mau pepet ujin ah'
negative,Gubernur jaman now ya anti hoa ukan nyebar isu yang tidak pasti #GanjarYasinMenang #GanjarYasin1 #KamiGanjarYasin
positive,Azan di TV manggil2 Allah SWT dungu & biadab harus dihentikan dan acara catut nama Tuhan tidak boleh dilanjutkan
positive,Semua itu terdapat pada kelakuan bani CEBONG....'
negative,Aku dah la baju macam yahudi betopi siap. 4 bas tu geng semua jubah putih kopiah minyak atar bejanggut dahi belekuk bak ahli syurga siap. Ni betol2 out of place. Mohon ak tak direjam'
negative,Gua ge akan marah. Cuma auto blacklist dari kehidupan gue. nSampah apa gunanya kalo ga didaur ulang?'
negative,Anjir apa rasanyaa bekas silit mah'
positive,Cebong makin kepanasan jadi makin ngawur. '
negative,amin smoga kalian be iga bisa jd menampilkan yang terbaik dan menyumbangan medali buat sumsel
negative,
negative,"#GubernurZamanNow #GusIpulPuti2 #GanjarYasin1 #DjarotSihar2 #HasanAnton2 #KosterAce1 #NurdinSudirman3 #KarolinGidot2 ""Keanekaragaman budaya, suku, agama, itulah sesungguhnya kekayaan kita,â?? tutur Djarot di hadapan pese a Rakercabsuâ?¦"
negative,"Sudah jangan terlalu banyak membingkai bangkai, cukup menjadikannya pelajaran saja, agar hidup kita semakin baik pada masa yang akan datang.'"
negative,edan aq yang masi newbie menangis saja liatnya yampun ka u R w aja masi dikit bat'
positive,Nah..klo PKI alias Pa ai Korupsi Indonesia perlu diganyang juga ga?
positive,"perempuan kaya lo mending mati aja deh, jelek aja, gausa sok jadi make up a ist!"
negative,dijual lagi gua kaya jablay'
negative,"Yang bijak cuma petugas dan jajaran krl doang, para penumpang cuma followers doang nyuruh orng utk menge i, sendirinya ga mau menge i kebutuhan banyak orng. Kan bangke..'"
negative,"kyknya itu titit nya di sambung, trus pake accessoris jg'"
negative,Mata w pas kecil sipit tp skrg malah engga. Aneh pisan'
negative,Ko ingt aku buat banci ke gigih nk kira URL
positive,MEWASPADAI CINA KOMUNIS YANG ADA DI INDONESIA!
positive,Banci kampungan HEEEE!!!'
negative,Gembel ganteng ga perlu dikasihani karena byk yg mencintainya. Asik asik jos'
negative,dekalarasi pilkada 2018 aman dan anti hoa oga jemirahan jabon
negative,Setiausaha Agung Pas Datuk Takiyuddin Hassan sahkan ada pihak cuba pinda perlembagaan pa i ini sepe i yang dikatakan Presiden pa i sebelum ini.
negative,EMANGNYA AKU NAJIS'
negative,Sastra e karl mark. PENTOLAN komunis rusia.'
negative,"Otak mereka kayaknya bener bener di bool deh mess, trus tiap harinua makan silit jadinya gtu'"
positive,Ganti rezim kacung lah.. Cebong mah gitu kalo ditanya'
positive,"cina, apa hak lu melarang?"
positive,"Anda hebat bicara cinta masih pegang Quran sbagai pegangan hidup, Quran tak bicara cinta tapi perang, bunuh, penggal"
negative,Kelamaan jomblo nanti jablay ('
positive,Perjaka kq di jual... nSok sok an mau booking.. Tante idiot njir..'
positive,Rev 0 jgn pilih ulama yg DEKAT DG KAFIR dan MUNAFIK'
negative,Buat ngejaga kebersihan lingkungan tuh orang2 belum pada melek sama kewajibannya. Asal buang sampah dan ngomong = kan ada petugas kebersihannya'
negative,"Sejuk gila dlm ofis, kulit buaya ke apa'"
negative,"Ooo camtu.. Biasalah kena seimbang.. Ada baik ada nakal, ada kucing ada anjing, ada abang ada lain-lain, ada darkside ada brightside.. Tak chill dan tak sosial la kalai takde pelengkap.. Kahkahkah.. K bang selamat maju jaya.. Dah terjawab persoalan saya.. Terima kasih..'"
positive,"Segala permasalahan saat ini hanya ada satu solusi #2019GantiPresiden Jika pun tdk berdampak signifikan,sekurang?nya kita telah mengobati dan mencegah penyakit ini be ambah parah."
negative,"Gampang kak, u buka hp, buka browser, ketik ""budaya palembang"" Silahkan menikmati pembelajaran denngan gratis )))"
